,label,site,site.code,sub.site,sub.site.code,transect,trans,site.label,date,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,rug,lat,lon,d.range.code,depth.range,depth,t.length,t.width,t.area,family ,order,sp.code,sp.rich,sp.length,species,sp.n,data.origin
348,CAB6CFP,CABRERA,CAB,6,6CAB,C,1082,CAB6CFP,13/05/08,Summer,YES,2,10021,360,1991,16,2.29,39.133,2.924,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,8,,Symphodus.mediterraneus,4,Sala - PEW
352,CAB6CFP,CABRERA,CAB,6,6CAB,C,1082,CAB6CFP,13/05/08,Summer,YES,2,10021,360,1991,16,2.29,39.133,2.924,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,8,,Symphodus.tinca,20,Sala - PEW
346,CAB6CFP,CABRERA,CAB,6,6CAB,C,1082,CAB6CFP,5/05/08,Summer,YES,2,10021,360,1991,16,2.29,39.133,2.924,3,08-‹š”,10,25,5,125,Labridae,Perciformes,VIR,8,,Labrus.viridis,1,Sala - PEW
3595,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Apogonidae,Perciformes,AI,10,,Apogon.imberbis,3,Sala - PEW
3603,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,10,,Serranus.cabrilla,3,Sala - PEW
3596,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,10,,Chromis.chromis,200,Sala - PEW
3597,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,10,,Coris.julis,49,Sala - PEW
3599,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,10,,Diplodus.vulgaris,12,Sala - PEW
3600,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,OBLA,10,,Oblada.melanura,4,Sala - PEW
3607,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,10,,Symphodus.ocellatus,3,Sala - PEW
3598,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,10,,Diplodus.sargus,15,Sala - PEW
3601,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,10,,Sarpa.salpa,20,Sala - PEW
3604,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,10,,Serranus.scriba,1,Sala - PEW
3602,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Scorpaenidae,Scorpaeniformes,SCROFA,10,,Scorpaena.scrofa,1,Sala - PEW
3606,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,10,,Symphodus.mediterraneus,1,Sala - PEW
3605,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SPON,10,,Spondyliosoma.cantharus,1,Sala - PEW
3608,CAP1AFP,CAPO CACCIA,CAP,1,1CAP,A,1083,CAP1AFP,,Summer,YES,2,2631,38,2002,6,1.19,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,10,,Symphodus.tinca,6,Sala - PEW
3617,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,10,,Serranus.cabrilla,4,Sala - PEW
3609,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,10,,Chromis.chromis,150,Sala - PEW
3610,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,10,,Coris.julis,45,Sala - PEW
3611,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,10,,Diplodus.annularis,1,Sala - PEW
3613,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,10,,Diplodus.vulgaris,5,Sala - PEW
3614,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,LMIX,10,,Labrus.merula,1,Sala - PEW
3620,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,MEL,10,,Symphodus.melanocercus,1,Sala - PEW
3615,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,OBLA,10,,Oblada.melanura,40,Sala - PEW
3623,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,10,,Thalassoma.pavo,2,Sala - PEW
3616,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Bleniidae,Perciformes,PR,10,,Parablennius.rouxi,3,Sala - PEW
3621,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,10,,Symphodus.roissali,1,Sala - PEW
3612,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,10,,Diplodus.sargus,9,Sala - PEW
3618,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,10,,Serranus.scriba,1,Sala - PEW
3619,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,10,,Symphodus.mediterraneus,2,Sala - PEW
3622,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,10,,Symphodus.tinca,2,Sala - PEW
3624,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Tripterygiidae,Perciformes,TRIP,10,,Tripterygion.delaisi,1,Sala - PEW
3625,CAP1BFP,CAPO CACCIA,CAP,1,1CAP,B,1084,CAP1BFP,,Summer,YES,2,2631,38,2002,6,1.45,40.362,8.085,3,08-‹š”,10,25,5,125,Tripterygiidae,Perciformes,TRIS,10,,Trisopterus.minutus,1,Sala - PEW
3632,CAP1CFP,CAPO CACCIA,CAP,1,1CAP,C,1085,CAP1CFP,,Summer,YES,2,2631,38,2002,6,1.56,40.362,8.085,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,10,,Serranus.cabrilla,11,Sala - PEW
3626,CAP1CFP,CAPO CACCIA,CAP,1,1CAP,C,1085,CAP1CFP,,Summer,YES,2,2631,38,2002,6,1.56,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,10,,Chromis.chromis,195,Sala - PEW
3627,CAP1CFP,CAPO CACCIA,CAP,1,1CAP,C,1085,CAP1CFP,,Summer,YES,2,2631,38,2002,6,1.56,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,10,,Coris.julis,69,Sala - PEW
3629,CAP1CFP,CAPO CACCIA,CAP,1,1CAP,C,1085,CAP1CFP,,Summer,YES,2,2631,38,2002,6,1.56,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,10,,Diplodus.vulgaris,36,Sala - PEW
3630,CAP1CFP,CAPO CACCIA,CAP,1,1CAP,C,1085,CAP1CFP,,Summer,YES,2,2631,38,2002,6,1.56,40.362,8.085,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,OBLA,10,,Oblada.melanura,8,Sala - PEW
3635,CAP1CFP,CAPO CACCIA,CAP,1,1CAP,C,1085,CAP1CFP,,Summer,YES,2,2631,38,2002,6,1.56,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,10,,Thalassoma.pavo,8,Sala - PEW
3633,CAP1CFP,CAPO CACCIA,CAP,1,1CAP,C,1085,CAP1CFP,,Summer,YES,2,2631,38,2002,6,1.56,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROS,10,,Symphodus.rostratus,2,Sala - PEW
3628,CAP1CFP,CAPO CACCIA,CAP,1,1CAP,C,1085,CAP1CFP,,Summer,YES,2,2631,38,2002,6,1.56,40.362,8.085,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,10,,Diplodus.sargus,31,Sala - PEW
3631,CAP1CFP,CAPO CACCIA,CAP,1,1CAP,C,1085,CAP1CFP,,Summer,YES,2,2631,38,2002,6,1.56,40.362,8.085,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,10,,Sarpa.salpa,48,Sala - PEW
3634,CAP1CFP,CAPO CACCIA,CAP,1,1CAP,C,1085,CAP1CFP,,Summer,YES,2,2631,38,2002,6,1.56,40.362,8.085,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,10,,Symphodus.tinca,3,Sala - PEW
3645,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,11,,Serranus.cabrilla,2,Sala - PEW
3636,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,11,,Chromis.chromis,100,Sala - PEW
3637,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,11,,Coris.julis,20,Sala - PEW
3638,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPP,11,,Diplodus.puntazzo,1,Sala - PEW
3640,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,11,,Diplodus.vulgaris,6,Sala - PEW
3647,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,MEL,11,,Symphodus.melanocercus,2,Sala - PEW
3644,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Scorpaenidae,Scorpaeniformes,NOT,11,,Scorpaena.notata,3,Sala - PEW
3649,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,11,,Thalassoma.pavo,1,Sala - PEW
3641,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Bleniidae,Perciformes,PR,11,,Parablennius.rouxi,4,Sala - PEW
3639,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,11,,Diplodus.sargus,4,Sala - PEW
3642,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,11,,Sarpa.salpa,12,Sala - PEW
3646,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,11,,Serranus.scriba,1,Sala - PEW
3648,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,11,,Symphodus.tinca,2,Sala - PEW
3643,CAP2AFP,CAPO CACCIA,CAP,2,2CAP,A,1086,CAP2AFP,,Summer,YES,2,2631,38,2002,6,1.33,40.361,8.084,3,08-‹š”,10,25,5,125,Sciaenidae,Perciformes,UMBRA,11,,Sciana.umbra,2,Sala - PEW
3656,CAP2BFP,CAPO CACCIA,CAP,2,2CAP,B,1087,CAP2BFP,,Summer,YES,2,2631,38,2002,6,1.28,40.361,8.084,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,9,,Serranus.cabrilla,2,Sala - PEW
3650,CAP2BFP,CAPO CACCIA,CAP,2,2CAP,B,1087,CAP2BFP,,Summer,YES,2,2631,38,2002,6,1.28,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,9,,Chromis.chromis,50,Sala - PEW
3651,CAP2BFP,CAPO CACCIA,CAP,2,2CAP,B,1087,CAP2BFP,,Summer,YES,2,2631,38,2002,6,1.28,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,9,,Coris.julis,43,Sala - PEW
3653,CAP2BFP,CAPO CACCIA,CAP,2,2CAP,B,1087,CAP2BFP,,Summer,YES,2,2631,38,2002,6,1.28,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,9,,Diplodus.vulgaris,4,Sala - PEW
3659,CAP2BFP,CAPO CACCIA,CAP,2,2CAP,B,1087,CAP2BFP,,Summer,YES,2,2631,38,2002,6,1.28,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,9,,Thalassoma.pavo,1,Sala - PEW
3654,CAP2BFP,CAPO CACCIA,CAP,2,2CAP,B,1087,CAP2BFP,,Summer,YES,2,2631,38,2002,6,1.28,40.361,8.084,3,08-‹š”,10,25,5,125,Bleniidae,Perciformes,PR,9,,Parablennius.rouxi,3,Sala - PEW
3652,CAP2BFP,CAPO CACCIA,CAP,2,2CAP,B,1087,CAP2BFP,,Summer,YES,2,2631,38,2002,6,1.28,40.361,8.084,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,9,,Diplodus.sargus,2,Sala - PEW
3655,CAP2BFP,CAPO CACCIA,CAP,2,2CAP,B,1087,CAP2BFP,,Summer,YES,2,2631,38,2002,6,1.28,40.361,8.084,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,9,,Sarpa.salpa,2,Sala - PEW
3657,CAP2BFP,CAPO CACCIA,CAP,2,2CAP,B,1087,CAP2BFP,,Summer,YES,2,2631,38,2002,6,1.28,40.361,8.084,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,9,,Serranus.scriba,2,Sala - PEW
3658,CAP2BFP,CAPO CACCIA,CAP,2,2CAP,B,1087,CAP2BFP,,Summer,YES,2,2631,38,2002,6,1.28,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,9,,Symphodus.mediterraneus,5,Sala - PEW
3660,CAP2CFP,CAPO CACCIA,CAP,2,2CAP,C,1088,CAP2CFP,,Summer,YES,2,2631,38,2002,6,1.59,40.361,8.084,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,BOOPS,6,,Boops.boops,200,Sala - PEW
3661,CAP2CFP,CAPO CACCIA,CAP,2,2CAP,C,1088,CAP2CFP,,Summer,YES,2,2631,38,2002,6,1.59,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,6,,Coris.julis,36,Sala - PEW
3663,CAP2CFP,CAPO CACCIA,CAP,2,2CAP,C,1088,CAP2CFP,,Summer,YES,2,2631,38,2002,6,1.59,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,6,,Diplodus.vulgaris,60,Sala - PEW
3662,CAP2CFP,CAPO CACCIA,CAP,2,2CAP,C,1088,CAP2CFP,,Summer,YES,2,2631,38,2002,6,1.59,40.361,8.084,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,6,,Diplodus.sargus,32,Sala - PEW
3664,CAP2CFP,CAPO CACCIA,CAP,2,2CAP,C,1088,CAP2CFP,,Summer,YES,2,2631,38,2002,6,1.59,40.361,8.084,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,6,,Sarpa.salpa,12,Sala - PEW
3665,CAP2CFP,CAPO CACCIA,CAP,2,2CAP,C,1088,CAP2CFP,,Summer,YES,2,2631,38,2002,6,1.59,40.361,8.084,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SPON,6,,Spondyliosoma.cantharus,1,Sala - PEW
3666,CAP2CFP,CAPO CACCIA,CAP,2,2CAP,C,1088,CAP2CFP,,Summer,YES,2,2631,38,2002,6,1.59,40.361,8.084,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,6,,Symphodus.tinca,9,Sala - PEW
3667,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Apogonidae,Perciformes,AI,10,,Apogon.imberbis,3,Sala - PEW
3679,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,10,,Serranus.cabrilla,3,Sala - PEW
3668,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,10,,Chromis.chromis,250,Sala - PEW
3669,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,10,,Coris.julis,27,Sala - PEW
3670,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,10,,Diplodus.annularis,1,Sala - PEW
3671,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPP,10,,Diplodus.puntazzo,1,Sala - PEW
3673,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,10,,Diplodus.vulgaris,23,Sala - PEW
3674,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Epinephelinae,Perciformes,EMARG,10,,Epinephelus.marginatus,1,Sala - PEW
3675,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Gobiidae,Perciformes,GV,10,,Gobius.vittatus,2,Sala - PEW
3676,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,LM,10,,Labrus.merula,1,Sala - PEW
3681,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,MEL,10,,Symphodus.melanocercus,2,Sala - PEW
3677,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Bleniidae,Perciformes,PR,10,,Parablennius.rouxi,1,Sala - PEW
3672,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,10,,Diplodus.sargus,7,Sala - PEW
3678,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,10,,Sarpa.salpa,4,Sala - PEW
3680,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SPON,10,,Spondyliosoma.cantharus,1,Sala - PEW
3682,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,10,,Symphodus.tinca,17,Sala - PEW
3684,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Tripterygiidae,Perciformes,TMEL,10,,Tripterygion.melanurus,1,Sala - PEW
3683,CAP3AFP,CAPO CACCIA,CAP,3,3CAP,A,1089,CAP3AFP,,Summer,YES,2,2631,38,2002,6,1.15,40.569,8.233,3,08-‹š”,10,25,5,125,Tripterygiidae,Perciformes,TRIP,10,,Tripterygion.delaisi,1,Sala - PEW
3690,CAP3BFP,CAPO CACCIA,CAP,3,3CAP,B,1090,CAP3BFP,,Summer,YES,2,2631,38,2002,6,1.27,40.569,8.233,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,7,,Serranus.cabrilla,7,Sala - PEW
3685,CAP3BFP,CAPO CACCIA,CAP,3,3CAP,B,1090,CAP3BFP,,Summer,YES,2,2631,38,2002,6,1.27,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,7,,Chromis.chromis,300,Sala - PEW
3686,CAP3BFP,CAPO CACCIA,CAP,3,3CAP,B,1090,CAP3BFP,,Summer,YES,2,2631,38,2002,6,1.27,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,7,,Coris.julis,45,Sala - PEW
3688,CAP3BFP,CAPO CACCIA,CAP,3,3CAP,B,1090,CAP3BFP,,Summer,YES,2,2631,38,2002,6,1.27,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,7,,Diplodus.vulgaris,39,Sala - PEW
3687,CAP3BFP,CAPO CACCIA,CAP,3,3CAP,B,1090,CAP3BFP,,Summer,YES,2,2631,38,2002,6,1.27,40.569,8.233,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,7,,Diplodus.sargus,26,Sala - PEW
3689,CAP3BFP,CAPO CACCIA,CAP,3,3CAP,B,1090,CAP3BFP,,Summer,YES,2,2631,38,2002,6,1.27,40.569,8.233,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,7,,Sarpa.salpa,5,Sala - PEW
3691,CAP3BFP,CAPO CACCIA,CAP,3,3CAP,B,1090,CAP3BFP,,Summer,YES,2,2631,38,2002,6,1.27,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,7,,Symphodus.tinca,13,Sala - PEW
3692,CAP3CFP,CAPO CACCIA,CAP,3,3CAP,C,1091,CAP3CFP,,Summer,YES,2,2631,38,2002,6,1.79,40.569,8.233,3,08-‹š”,10,25,5,125,Apogonidae,Perciformes,AI,10,,Apogon.imberbis,2,Sala - PEW
3699,CAP3CFP,CAPO CACCIA,CAP,3,3CAP,C,1091,CAP3CFP,,Summer,YES,2,2631,38,2002,6,1.79,40.569,8.233,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,10,,Serranus.cabrilla,3,Sala - PEW
3693,CAP3CFP,CAPO CACCIA,CAP,3,3CAP,C,1091,CAP3CFP,,Summer,YES,2,2631,38,2002,6,1.79,40.569,8.233,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,10,,Chromis.chromis,240,Sala - PEW
