,label,site,site.code,sub.site,sub.site.code,transect,trans,site.label,date,season,protection,enforcement,total.mpa.ha,size.notake,yr.creation,age.reserve.yr,rug,lat,lon,d.range.code,depth.range,depth,t.length,t.width,t.area,family ,order,sp.code,sp.rich,sp.length,species,sp.n,data.origin
1406,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,4,,Serranus.cabrilla,1,Sala - PEW
1399,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,4,,Chromis.chromis,170,Sala - PEW
1400,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,4,,Coris.julis,13,Sala - PEW
1401,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPP,4,,Diplodus.puntazzo,1,Sala - PEW
1403,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,4,,Diplodus.vulgaris,7,Sala - PEW
1404,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Epinephelinae,Perciformes,EMARG,4,,Epinephelus.marginatus,1,Sala - PEW
1408,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,MEL,4,,Symphodus.melanocercus,1,Sala - PEW
1409,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,4,,Symphodus.ocellatus,3,Sala - PEW
1411,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,4,,Thalassoma.pavo,1,Sala - PEW
1402,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,4,,Diplodus.sargus,1,Sala - PEW
1407,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,4,,Serranus.scriba,1,Sala - PEW
1410,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,4,,Symphodus.tinca,1,Sala - PEW
1405,FOR4AF,FORMENTOR,FOR,4,4FOR,A,1230,FOR4AF,,Summer,NO,,,,,,1.34,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,VIR,4,,Labrus.viridis,1,Sala - PEW
1416,FOR4BF,FORMENTOR,FOR,4,4FOR,B,1231,FOR4BF,,Summer,NO,,,,,,1.41,39.956,3.192,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,6,,Serranus.cabrilla,1,Sala - PEW
1412,FOR4BF,FORMENTOR,FOR,4,4FOR,B,1231,FOR4BF,,Summer,NO,,,,,,1.41,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,6,,Chromis.chromis,75,Sala - PEW
1413,FOR4BF,FORMENTOR,FOR,4,4FOR,B,1231,FOR4BF,,Summer,NO,,,,,,1.41,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,6,,Coris.julis,11,Sala - PEW
1414,FOR4BF,FORMENTOR,FOR,4,4FOR,B,1231,FOR4BF,,Summer,NO,,,,,,1.41,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,6,,Diplodus.vulgaris,6,Sala - PEW
1415,FOR4BF,FORMENTOR,FOR,4,4FOR,B,1231,FOR4BF,,Summer,NO,,,,,,1.41,39.956,3.192,3,08-‹š”,10,25,5,125,Epinephelinae,Perciformes,EMARG,6,,Epinephelus.marginatus,1,Sala - PEW
1419,FOR4BF,FORMENTOR,FOR,4,4FOR,B,1231,FOR4BF,,Summer,NO,,,,,,1.41,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,6,,Symphodus.ocellatus,3,Sala - PEW
1421,FOR4BF,FORMENTOR,FOR,4,4FOR,B,1231,FOR4BF,,Summer,NO,,,,,,1.41,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,6,,Thalassoma.pavo,2,Sala - PEW
1420,FOR4BF,FORMENTOR,FOR,4,4FOR,B,1231,FOR4BF,,Summer,NO,,,,,,1.41,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,6,,Symphodus.roissali,2,Sala - PEW
1417,FOR4BF,FORMENTOR,FOR,4,4FOR,B,1231,FOR4BF,,Summer,NO,,,,,,1.41,39.956,3.192,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,6,,Serranus.scriba,1,Sala - PEW
1418,FOR4BF,FORMENTOR,FOR,4,4FOR,B,1231,FOR4BF,,Summer,NO,,,,,,1.41,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,6,,Symphodus.mediterraneus,1,Sala - PEW
1426,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,9,,Serranus.cabrilla,1,Sala - PEW
1422,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,9,,Chromis.chromis,100,Sala - PEW
1423,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,9,,Coris.julis,11,Sala - PEW
1425,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,9,,Diplodus.vulgaris,4,Sala - PEW
1429,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,9,,Symphodus.ocellatus,12,Sala - PEW
1432,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,9,,Thalassoma.pavo,2,Sala - PEW
1430,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,9,,Symphodus.roissali,3,Sala - PEW
1424,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,9,,Diplodus.sargus,4,Sala - PEW
1427,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,9,,Serranus.scriba,4,Sala - PEW
1428,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,9,,Symphodus.mediterraneus,1,Sala - PEW
1431,FOR4CF,FORMENTOR,FOR,4,4FOR,C,1232,FOR4CF,,Summer,NO,,,,,,1.67,39.956,3.192,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,9,,Symphodus.tinca,2,Sala - PEW
1433,FOR5AF,FORMENTOR,FOR,5,5FOR,A,1233,FOR5AF,,Summer,NO,,,,,,1.2,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,6,,Chromis.chromis,30,Sala - PEW
1434,FOR5AF,FORMENTOR,FOR,5,5FOR,A,1233,FOR5AF,,Summer,NO,,,,,,1.2,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,6,,Coris.julis,8,Sala - PEW
1435,FOR5AF,FORMENTOR,FOR,5,5FOR,A,1233,FOR5AF,,Summer,NO,,,,,,1.2,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,6,,Diplodus.vulgaris,2,Sala - PEW
1438,FOR5AF,FORMENTOR,FOR,5,5FOR,A,1233,FOR5AF,,Summer,NO,,,,,,1.2,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,6,,Thalassoma.pavo,7,Sala - PEW
1436,FOR5AF,FORMENTOR,FOR,5,5FOR,A,1233,FOR5AF,,Summer,NO,,,,,,1.2,39.943,3.198,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,6,,Serranus.scriba,2,Sala - PEW
1437,FOR5AF,FORMENTOR,FOR,5,5FOR,A,1233,FOR5AF,,Summer,NO,,,,,,1.2,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,6,,Symphodus.tinca,6,Sala - PEW
1439,FOR5BF,FORMENTOR,FOR,5,5FOR,B,1234,FOR5BF,,Summer,NO,,,,,,2.04,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,9,,Chromis.chromis,85,Sala - PEW
1440,FOR5BF,FORMENTOR,FOR,5,5FOR,B,1234,FOR5BF,,Summer,NO,,,,,,2.04,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,9,,Coris.julis,10,Sala - PEW
1441,FOR5BF,FORMENTOR,FOR,5,5FOR,B,1234,FOR5BF,,Summer,NO,,,,,,2.04,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,9,,Diplodus.annularis,2,Sala - PEW
1442,FOR5BF,FORMENTOR,FOR,5,5FOR,B,1234,FOR5BF,,Summer,NO,,,,,,2.04,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,9,,Diplodus.vulgaris,7,Sala - PEW
1444,FOR5BF,FORMENTOR,FOR,5,5FOR,B,1234,FOR5BF,,Summer,NO,,,,,,2.04,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,MEL,9,,Symphodus.melanocercus,1,Sala - PEW
1445,FOR5BF,FORMENTOR,FOR,5,5FOR,B,1234,FOR5BF,,Summer,NO,,,,,,2.04,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,9,,Symphodus.ocellatus,10,Sala - PEW
1448,FOR5BF,FORMENTOR,FOR,5,5FOR,B,1234,FOR5BF,,Summer,NO,,,,,,2.04,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,9,,Thalassoma.pavo,2,Sala - PEW
1446,FOR5BF,FORMENTOR,FOR,5,5FOR,B,1234,FOR5BF,,Summer,NO,,,,,,2.04,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,9,,Symphodus.roissali,3,Sala - PEW
1443,FOR5BF,FORMENTOR,FOR,5,5FOR,B,1234,FOR5BF,,Summer,NO,,,,,,2.04,39.943,3.198,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,9,,Serranus.scriba,2,Sala - PEW
1447,FOR5BF,FORMENTOR,FOR,5,5FOR,B,1234,FOR5BF,,Summer,NO,,,,,,2.04,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,9,,Symphodus.tinca,3,Sala - PEW
1449,FOR5CF,FORMENTOR,FOR,5,5FOR,C,1235,FOR5CF,,Summer,NO,,,,,,1.1,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,5,,Chromis.chromis,250,Sala - PEW
1450,FOR5CF,FORMENTOR,FOR,5,5FOR,C,1235,FOR5CF,,Summer,NO,,,,,,1.1,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,5,,Coris.julis,21,Sala - PEW
1452,FOR5CF,FORMENTOR,FOR,5,5FOR,C,1235,FOR5CF,,Summer,NO,,,,,,1.1,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,5,,Diplodus.vulgaris,10,Sala - PEW
1457,FOR5CF,FORMENTOR,FOR,5,5FOR,C,1235,FOR5CF,,Summer,NO,,,,,,1.1,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,PAVO,5,,Thalassoma.pavo,1,Sala - PEW
1451,FOR5CF,FORMENTOR,FOR,5,5FOR,C,1235,FOR5CF,,Summer,NO,,,,,,1.1,39.943,3.198,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,5,,Diplodus.sargus,4,Sala - PEW
1453,FOR5CF,FORMENTOR,FOR,5,5FOR,C,1235,FOR5CF,,Summer,NO,,,,,,1.1,39.943,3.198,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,5,,Sarpa.salpa,1,Sala - PEW
1454,FOR5CF,FORMENTOR,FOR,5,5FOR,C,1235,FOR5CF,,Summer,NO,,,,,,1.1,39.943,3.198,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,5,,Serranus.scriba,1,Sala - PEW
1455,FOR5CF,FORMENTOR,FOR,5,5FOR,C,1235,FOR5CF,,Summer,NO,,,,,,1.1,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,5,,Symphodus.mediterraneus,1,Sala - PEW
1456,FOR5CF,FORMENTOR,FOR,5,5FOR,C,1235,FOR5CF,,Summer,NO,,,,,,1.1,39.943,3.198,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,5,,Symphodus.tinca,12,Sala - PEW
1604,GEN1AF,GENOVA,GEN,1,1GEN,A,1236,GEN1AF,,Summer,NO,,,,,,1.25,44.36,9.131,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,5,,Serranus.cabrilla,1,Sala - PEW
1599,GEN1AF,GENOVA,GEN,1,1GEN,A,1236,GEN1AF,,Summer,NO,,,,,,1.25,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,5,,Chromis.chromis,220,Sala - PEW
1600,GEN1AF,GENOVA,GEN,1,1GEN,A,1236,GEN1AF,,Summer,NO,,,,,,1.25,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,5,,Coris.julis,6,Sala - PEW
1601,GEN1AF,GENOVA,GEN,1,1GEN,A,1236,GEN1AF,,Summer,NO,,,,,,1.25,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,5,,Diplodus.annularis,3,Sala - PEW
1602,GEN1AF,GENOVA,GEN,1,1GEN,A,1236,GEN1AF,,Summer,NO,,,,,,1.25,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,LM,5,,Labrus.merula,1,Sala - PEW
1603,GEN1AF,GENOVA,GEN,1,1GEN,A,1236,GEN1AF,,Summer,NO,,,,,,1.25,44.36,9.131,3,08-‹š”,10,25,5,125,Scorpaenidae,Scorpaeniformes,PORC,5,,Scorpaena.porcus,1,Sala - PEW
1605,GEN1AF,GENOVA,GEN,1,1GEN,A,1236,GEN1AF,,Summer,NO,,,,,,1.25,44.36,9.131,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,5,,Serranus.scriba,2,Sala - PEW
1606,GEN1AF,GENOVA,GEN,1,1GEN,A,1236,GEN1AF,,Summer,NO,,,,,,1.25,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,5,,Symphodus.tinca,2,Sala - PEW
1607,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Apogonidae,Perciformes,AI,8,,Apogon.imberbis,2,Sala - PEW
1608,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,BOOPS,8,,Boops.boops,5,Sala - PEW
1612,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,8,,Serranus.cabrilla,1,Sala - PEW
1609,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,8,,Chromis.chromis,150,Sala - PEW
1610,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,8,,Coris.julis,16,Sala - PEW
1614,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DOD,8,,Symphodus.doderleini,2,Sala - PEW
1616,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,8,,Symphodus.ocellatus,2,Sala - PEW
1611,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,8,,Diplodus.sargus,1,Sala - PEW
1613,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,8,,Serranus.scriba,2,Sala - PEW
1615,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,8,,Symphodus.mediterraneus,1,Sala - PEW
1617,GEN1BF,GENOVA,GEN,1,1GEN,B,1237,GEN1BF,,Summer,NO,,,,,,1.32,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,8,,Symphodus.tinca,2,Sala - PEW
1621,GEN1CF,GENOVA,GEN,1,1GEN,C,1238,GEN1CF,,Summer,NO,,,,,,1.43,44.36,9.131,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,5,,Serranus.cabrilla,2,Sala - PEW
1618,GEN1CF,GENOVA,GEN,1,1GEN,C,1238,GEN1CF,,Summer,NO,,,,,,1.43,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,5,,Chromis.chromis,70,Sala - PEW
1619,GEN1CF,GENOVA,GEN,1,1GEN,C,1238,GEN1CF,,Summer,NO,,,,,,1.43,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,5,,Coris.julis,10,Sala - PEW
1620,GEN1CF,GENOVA,GEN,1,1GEN,C,1238,GEN1CF,,Summer,NO,,,,,,1.43,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,5,,Diplodus.annularis,1,Sala - PEW
1624,GEN1CF,GENOVA,GEN,1,1GEN,C,1238,GEN1CF,,Summer,NO,,,,,,1.43,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,5,,Symphodus.ocellatus,2,Sala - PEW
1625,GEN1CF,GENOVA,GEN,1,1GEN,C,1238,GEN1CF,,Summer,NO,,,,,,1.43,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,5,,Symphodus.roissali,1,Sala - PEW
1622,GEN1CF,GENOVA,GEN,1,1GEN,C,1238,GEN1CF,,Summer,NO,,,,,,1.43,44.36,9.131,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,5,,Serranus.scriba,1,Sala - PEW
1623,GEN1CF,GENOVA,GEN,1,1GEN,C,1238,GEN1CF,,Summer,NO,,,,,,1.43,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,SMED,5,,Symphodus.mediterraneus,1,Sala - PEW
1626,GEN1CF,GENOVA,GEN,1,1GEN,C,1238,GEN1CF,,Summer,NO,,,,,,1.43,44.36,9.131,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,5,,Symphodus.tinca,2,Sala - PEW
1636,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,7,,Serranus.cabrilla,1,Sala - PEW
1627,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,7,,Chromis.chromis,50,Sala - PEW
1628,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,7,,Coris.julis,10,Sala - PEW
1629,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,7,,Diplodus.annularis,2,Sala - PEW
1630,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPP,7,,Diplodus.puntazzo,1,Sala - PEW
1632,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DIPV,7,,Diplodus.vulgaris,4,Sala - PEW
1633,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Gobiidae,Perciformes,GB,7,,Gobius.buccichi,1,Sala - PEW
1634,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Mugilidae,Mugiliformes,MSUR,7,,Mullus.surmuletus,1,Sala - PEW
1637,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,OCE,7,,Symphodus.ocellatus,1,Sala - PEW
1638,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,ROI,7,,Symphodus.roissali,1,Sala - PEW
1631,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,7,,Diplodus.sargus,4,Sala - PEW
1635,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARPA,7,,Sarpa.salpa,7,Sala - PEW
1639,GEN2AF,GENOVA,GEN,2,2GEN,A,1239,GEN2AF,,Summer,NO,,,,,,1.35,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,7,,Symphodus.tinca,2,Sala - PEW
1640,GEN2BF,GENOVA,GEN,2,2GEN,B,1240,GEN2BF,,Summer,NO,,,,,,1.39,44.362,9.126,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,BOOPS,9,,Boops.boops,5,Sala - PEW
1645,GEN2BF,GENOVA,GEN,2,2GEN,B,1240,GEN2BF,,Summer,NO,,,,,,1.39,44.362,9.126,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,9,,Serranus.cabrilla,3,Sala - PEW
1641,GEN2BF,GENOVA,GEN,2,2GEN,B,1240,GEN2BF,,Summer,NO,,,,,,1.39,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,9,,Chromis.chromis,40,Sala - PEW
1642,GEN2BF,GENOVA,GEN,2,2GEN,B,1240,GEN2BF,,Summer,NO,,,,,,1.39,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,9,,Coris.julis,16,Sala - PEW
1643,GEN2BF,GENOVA,GEN,2,2GEN,B,1240,GEN2BF,,Summer,NO,,,,,,1.39,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,9,,Diplodus.annularis,2,Sala - PEW
1644,GEN2BF,GENOVA,GEN,2,2GEN,B,1240,GEN2BF,,Summer,NO,,,,,,1.39,44.362,9.126,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SARGUS,9,,Diplodus.sargus,2,Sala - PEW
1646,GEN2BF,GENOVA,GEN,2,2GEN,B,1240,GEN2BF,,Summer,NO,,,,,,1.39,44.362,9.126,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,SCRIBA,9,,Serranus.scriba,3,Sala - PEW
1647,GEN2BF,GENOVA,GEN,2,2GEN,B,1240,GEN2BF,,Summer,NO,,,,,,1.39,44.362,9.126,3,08-‹š”,10,25,5,125,Sparidae,Perciformes,SPICARA,9,,Spicara.maena,10,Sala - PEW
1648,GEN2BF,GENOVA,GEN,2,2GEN,B,1240,GEN2BF,,Summer,NO,,,,,,1.39,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,TINCA,9,,Symphodus.tinca,5,Sala - PEW
1655,GEN2CF,GENOVA,GEN,2,2GEN,C,1241,GEN2CF,,Summer,NO,,,,,,1.25,44.362,9.126,3,08-‹š”,10,25,5,125,Serranidae,Perciformes,CABR,7,,Serranus.cabrilla,4,Sala - PEW
1649,GEN2CF,GENOVA,GEN,2,2GEN,C,1241,GEN2CF,,Summer,NO,,,,,,1.25,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CHROM,7,,Chromis.chromis,7,Sala - PEW
1657,GEN2CF,GENOVA,GEN,2,2GEN,C,1241,GEN2CF,,Summer,NO,,,,,,1.25,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CINE,7,,Symphodus.cinereus,2,Sala - PEW
1650,GEN2CF,GENOVA,GEN,2,2GEN,C,1241,GEN2CF,,Summer,NO,,,,,,1.25,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,CJ,7,,Coris.julis,11,Sala - PEW
1651,GEN2CF,GENOVA,GEN,2,2GEN,C,1241,GEN2CF,,Summer,NO,,,,,,1.25,44.362,9.126,3,08-‹š”,10,25,5,125,Labridae,Perciformes,DANNUL,7,,Diplodus.annularis,1,Sala - PEW
